name,trip_count,route_count,geometry
Suncity Apartment ORR Road,1,1,POINT (77.66535 12.92379)
Sundara Nagara,77,21,POINT (77.42291 13.07147)
Sundaram Estate,30,7,POINT (77.47598 12.77736)
Sunkadakatte,1175,166,POINT (77.50154 12.98989)
Sunkadakatte Junction,2,1,POINT (77.50768 12.98936)
Super Talkies (Cottonpet Hospital),207,35,POINT (77.57023 12.96808)
Surabhi Layout,416,42,POINT (77.58189 12.86746)
Suradenapura Cross,1,1,POINT (77.56285 13.20639)
Suradenapura Gate,257,39,POINT (77.55912 13.20445)
Suragajakkanahalli,125,9,POINT (77.66906 12.73972)
Suranjan Das Road/NGEF,44,17,POINT (77.6481 12.98643)
Surdenapura Gate,1,1,POINT (77.56287 13.20635)
Surya Nagara,472,45,POINT (77.70562 12.79071)
Surya Nagara Apartment,42,11,POINT (77.76252 12.9314)
Suryacity Gate,358,43,POINT (77.70616 12.79268)
Suvarna Karnataka Bus Stand,3,3,POINT (77.59009 13.06025)
Suvarna Nagara,8,1,POINT (77.49491 13.03324)
Swabhiman Park,73,1,POINT (77.64151 12.9122)
Swabiman Park,73,1,POINT (77.6414 12.91229)
Swami Narayana Gurukula,215,49,POINT (77.43659 12.8667)
Swamy Vivekananda Metro Station,12,4,POINT (77.64547 12.98583)
Swamy Vivekananda Metro Station/Isolation Hospital,802,172,POINT (77.6434 12.98507)
Swastik Sheshadripuram,4,4,POINT (77.57449 12.98784)
Swastik Sheshadripuram College,1115,140,POINT (77.57422 12.98798)
Syndicate Bank,367,25,POINT (77.56423 12.9466)
Syndicate Bank Layout,459,18,POINT (77.4894 12.99801)
Systems Peenya,1056,81,POINT (77.51794 13.03497)
T Agrahara,7,3,POINT (77.57876 13.18151)
T Begur,55,9,POINT (77.33952 13.15005)
T Dasarahalli,1416,212,POINT (77.51288 13.04309)
T Hosahalli,6,2,POINT (77.67022 13.23602)
T John College,682,102,POINT (77.58832 12.84923)
TATA Advance Jigani Industrial Area,11,3,POINT (77.64143 12.77495)
TB Gate Thippagondanahalli,22,4,POINT (77.34291 12.96245)
TB Nelamangala,725,77,POINT (77.40144 13.09718)
TC Palya,71,11,POINT (77.69986 13.02161)
TC Palya  Gate Hosakote Road,599,106,POINT (77.70438 13.01738)
TC Palya Cross,26,11,POINT (77.7049 13.02084)
TCI,719,104,POINT (77.46474 13.05906)
TG Halli Quarters,65,14,POINT (77.33555 12.95256)
TISB Boys Hostel,103,27,POINT (77.7495 12.89211)
TP Gate Thippagondanahalli,43,10,POINT (77.34318 12.96238)
TR Mill,112,9,POINT (77.55921 12.95683)
TV Tower,979,95,POINT (77.59078 13.00964)
TVS Cross Peenya,1220,93,POINT (77.51957 13.02868)
Talaguppe,7,3,POINT (77.43327 12.81135)
Talegere,7,2,POINT (77.52948 12.83117)
Tata Institute,1793,213,POINT (77.56803 13.01437)
Tata Silk Farm,136,13,POINT (77.57384 12.93591)
Tata Values Homes Apartments,13,3,POINT (77.44443 13.10127)
Tataguni,12,4,POINT (77.50924 12.84378)
Tattaguppe,30,11,POINT (77.52931 12.77363)
Tattanalli Gate,8,2,POINT (77.73079 12.73549)
Tattanuru,4,2,POINT (77.82413 12.91515)
Tattekere,3,1,POINT (77.57266 12.67309)
Tavakkal Hospital,186,42,POINT (77.66442 13.10594)
Tavarekatte,64,26,POINT (77.38291 12.9115)
Tavarekere,403,65,POINT (77.40018 12.96582)
Tavarekere Aladamara,14,2,POINT (77.61055 12.92211)
Tavarekere Mori,14,2,POINT (77.60886 12.92504)
Teachers Colony Geddalahalli,3,3,POINT (77.63908 13.05521)
Telecom Layout,15,5,POINT (77.54937 12.94843)
Telecom Layout Ashwath Nagara,7,3,POINT (77.63151 13.05156)
Telephone Exchange AGO/VSD,367,52,POINT (77.58869 12.98219)
Tennis Court Thindlu,58,16,POINT (77.56946 13.06825)
Thabarahalli,404,56,POINT (77.64427 13.18861)
Thabarahalli Gate,10,4,POINT (77.64409 13.18856)
Thagachaguppe,131,33,POINT (77.29018 12.95987)
Thalagattapura,398,89,POINT (77.53685 12.86958)
Thalagattapura Metro Station,268,59,POINT (77.53854 12.87128)
Thalaghattapura Metro Station,109,24,POINT (77.53833 12.87143)
Thalaker Cross,12,2,POINT (77.32524 13.15833)
Thalakunte,3,1,POINT (77.91897 12.9289)
Thammanayakanahalli,4,2,POINT (77.63534 12.69564)
Thammarasanahalli,3,2,POINT (77.83353 13.19527)
Thammarasanahalli Madhugirihalli,2,2,POINT (77.49753 13.12633)
Thammenahalli,13,3,POINT (77.4893 13.0781)
Thammenahalli Cross,38,7,POINT (77.48874 13.08434)
Thammenahalli Palya,7,2,POINT (77.48816 13.07599)
Thandya,48,9,POINT (77.26576 12.9459)
Thanisandra,496,70,POINT (77.63225 13.05588)
Tharabanahalli,260,61,POINT (77.62759 13.19037)
Tharabanahalli Choultry,230,43,POINT (77.47916 13.10535)
Tharabanahalli Colony,6,3,POINT (77.62535 13.19084)
Tharabanahalli Cross,1,1,POINT (77.94472 12.88)
Tharabanahalli Gate,1,1,POINT (77.93585 12.89356)
Tharahunase,33,11,POINT (77.58857 13.17863)
Tharalu,42,13,POINT (77.5224 12.78931)
Tharalu Estate,7,2,POINT (77.53539 12.78729)
Thataguni,25,4,POINT (77.50916 12.84369)
Thataguni BWSSB,36,7,POINT (77.516 12.84858)
Thattanahalli,3,1,POINT (77.72474 12.74546)
Thattanalli Gate,68,7,POINT (77.7308 12.73535)
Thavatahalli,2,1,POINT (77.86954 13.07707)
Thayappana Doddy,3,1,POINT (77.4261 12.7105)
The Golden Palm Resort Nagarur colony Nelamangala,63,24,POINT (77.44564 13.08893)
The HSR Club,146,2,POINT (77.64467 12.90905)
The Light House International Academy,3,2,POINT (77.72209 13.13364)
Thellahalli Gate,85,2,POINT (77.74818 13.22072)
Theneyuru,26,2,POINT (77.83658 13.22639)
Therelek Engineers PVT LTD Peenya,2,2,POINT (77.51844 13.02386)
Thigalara Chowdenahalli,3,1,POINT (77.7583 12.88551)
Thigalara Chowdenahalli Cross,571,63,POINT (77.75687 12.88176)
Thigalarapalya,422,19,POINT (77.48307 13.01687)
Thigularapalya (Isuvanahalli),1,1,POINT (77.34045 13.20862)
Thilagere,2,1,POINT (77.68114 13.32262)
Thimmabhovipalya Shivanapura,2,2,POINT (77.41928 13.05961)
Thimmadanahalli Gate,11,3,POINT (77.77544 12.95762)
Thimmappana Palya,6,2,POINT (77.39244 12.84165)
Thimmasandra,26,9,POINT (77.58126 13.172)
Thimmasandra Circle,20,7,POINT (77.5804 13.16995)
Thimmasandra Gate,188,16,POINT (77.77335 13.12419)
Thimmayya Garden,174,10,POINT (77.59867 13.01838)
Thimmegowdana Doddy,36,5,POINT (77.41606 12.76223)
Thimmegowdarapalya,13,3,POINT (77.48999 12.8244)
Thindlu,65,20,POINT (77.59394 13.23438)
Thindlu Cross,7,5,POINT (77.59998 13.22853)
Thindlu Gate,38,14,POINT (77.79888 12.86036)
Thindlu Gate Penesola Park,3,1,POINT (77.79456 12.86359)
Thindlu Sarjapura,5,2,POINT (77.80806 12.86346)
Thippagondanahalli,1,1,POINT (77.33628 12.96193)
Thippagondanahalli Tumkur Road,24,4,POINT (77.32295 13.1602)
Thippasandra,299,47,POINT (77.55638 12.87355)
Thippasandra Gate,30,11,POINT (77.75441 12.91818)
Thippasandra Market,100,14,POINT (77.65099 12.97249)
Thippasandra Theatre Anjanapur,3,1,POINT (77.53158 12.88757)
Thippasandra Theatre Anjanapura,4,1,POINT (77.55851 12.87335)
Thippenahalli Anjaneya Temple,11,2,POINT (77.4845 13.03574)
Thippennahalli,56,3,POINT (77.48706 13.03662)
Thippennahalli Cross,60,7,POINT (77.48361 13.02936)
Thippuru,22,6,POINT (77.44123 12.8151)
Thirumala Dhaba,1093,47,POINT (77.56323 13.09774)
Thirumala Gate,48,9,POINT (77.24066 12.95114)
Thirumala Theatre,73,1,POINT (77.64899 12.91946)
Thirumalapura,233,46,POINT (77.48357 13.12541)
Thirumalashettyhalli  Cross,160,69,POINT (77.7811 12.9862)
Thirumalashettyhalli Cross,31,14,POINT (77.78122 12.98638)
Thirumenahalli Cross (KNS College),360,45,POINT (77.63531 13.08853)
Thirumenahalli Gate,145,20,POINT (77.74515 13.11049)
Thirupalya,3,2,POINT (77.66572 12.82316)
Thirupalya Circle,3,2,POINT (77.66897 12.82337)
Thirupalya Govt Hospital,3,2,POINT (77.66858 12.81801)
Thirupalya Muneshwara Temple,1,1,POINT (77.66968 12.82312)
Thiruvanga Gate,3,1,POINT (77.82871 12.89598)
Thiruvaranga,3,1,POINT (77.82659 12.90186)
Thiruvaranga Gate,33,12,POINT (77.82879 12.89583)
Thittahalli,13,4,POINT (77.46049 12.82176)
Thogur Cross,134,19,POINT (77.64427 12.84356)
Thokathimmana Doddy,7,3,POINT (77.47984 12.7483)
Thokathimmana Doddy Cross,15,6,POINT (77.47878 12.74401)
Thomas Cafe,1,1,POINT (77.61371 12.99065)
Thonachinakuppe,55,9,POINT (77.34763 13.14218)
Thore Doddy High School,1,1,POINT (77.39134 12.75862)
Thore Hosapalya,2,2,POINT (77.32927 13.02583)
Thore Hosapalya Cross,8,4,POINT (77.32572 13.09588)
Thore Nagasandra,4,3,POINT (77.47461 13.11457)
Thore Nagasandra Cross,230,43,POINT (77.48188 13.11196)
ThoreDoddy,3,3,POINT (77.39736 12.75743)
Thorechannahalli,4,1,POINT (77.27104 12.99786)
Thorepalya,12,5,POINT (77.24355 12.99099)
Thotada Guddadahalli,46,7,POINT (77.48944 13.06819)
Thotagere Basavanna Devastana,64,18,POINT (77.45362 13.13824)
Thotagere Village,47,6,POINT (77.44599 13.13615)
Thubarahalli,624,81,POINT (77.72057 12.95592)
Thunga Nagara,177,7,POINT (77.4853 12.99195)
Thunganagara Cross,177,7,POINT (77.485 12.9856)
Thyagadahalli,5,4,POINT (77.3943 13.1645)
Thyagaraja Nagara,251,19,POINT (77.56764 12.93215)
Thyagaraja Nagara KEB Quarters,251,19,POINT (77.56842 12.93504)
Thyamagondlu,29,4,POINT (77.30226 13.21567)
Thyamagondlu Cross,31,5,POINT (77.33767 13.15183)
Thyavakanahalli Gate,99,21,POINT (77.78636 12.82757)
Timber Yard Layout,1,1,POINT (77.5433 12.94832)
Tin Factory,2428,322,POINT (77.66857 12.99645)
Tippu Palace,2,2,POINT (77.5737 12.95997)
Tirumagondanahalli,633,50,POINT (77.72165 12.79407)
Tirumagondanahalli Ghati Subramanya,18,3,POINT (77.53889 13.35289)
Town Hall,3049,487,POINT (77.58434 12.96384)
Town Hall 1,172,10,POINT (77.58404 12.96409)
Trinity Circle,213,26,POINT (77.61959 12.97071)
Trinity Metro Station,1,1,POINT (77.61689 12.97295)
Trumpet (KIA),1029,32,POINT (77.65464 13.19655)
Tubagere,2,1,POINT (77.57194 13.37522)
Tulasipura,6,2,POINT (77.55786 12.845)
Tulips Resort,8,4,POINT (77.59556 12.8286)
Tumkur Road Junction,83,30,POINT (77.38535 13.09758)
Turahalli,27,3,POINT (77.5358 12.89438)
Udakunte,1,1,POINT (77.23564 13.13218)
Udaya Badavane,4,1,POINT (77.467 12.9617)
Udayapura,287,62,POINT (77.51202 12.81325)
Uddandahalli,11,4,POINT (77.38376 12.88631)
Uddandahalli Cross,12,6,POINT (77.37657 12.88727)
Udhbhava School,1,1,POINT (77.41741 12.92668)
Udichikkanahalli,5,4,POINT (77.39485 13.17433)
Udipalya,348,73,POINT (77.51331 12.82017)
Udupi Garden Petrol Bunk,4,1,POINT (77.61023 12.91714)
Uduvegere,1,1,POINT (77.2165 12.9332)
Uganawadi,19,8,POINT (77.65698 13.23901)
Uganawadi Cross,21,9,POINT (77.65594 13.23208)
UjinappanaDoddy,10,5,POINT (77.58762 12.71749)
Ullala Lake,300,12,POINT (77.47928 12.95872)
Ullala Satelite Town,241,13,POINT (77.47502 12.96283)
Ullala Satellite Town Cross,271,14,POINT (77.47858 12.96215)
Ullalu,163,5,POINT (77.48014 12.95568)
Ullalu Village,85,6,POINT (77.48012 12.95591)
Ultra Violatt Automotion Jigani,1,1,POINT (77.64074 12.7657)
Ummalu,2,1,POINT (77.93768 13.07334)
Ummalu Gate,2,1,POINT (77.91775 13.07826)
Univesity Quarters,159,21,POINT (77.50008 12.9528)
Upadhyaya Badavane,4,1,POINT (77.49903 12.93522)
Upkar Layout Cross,235,9,POINT (77.48 12.96371)
Upkar Residency Layout,17,6,POINT (77.48891 12.96405)
Upparahalli (Kumbalahalli Gate),188,17,POINT (77.78078 13.08858)
Uragahalli Bidadi,2,1,POINT (77.37748 12.74362)
Uragana Doddy,3,1,POINT (77.60076 12.73343)
Uttarahalli,284,35,POINT (77.54282 12.9059)
Uttarahalli Bus Stand,119,19,POINT (77.54327 12.90535)
Uttarahalli Water Tank,181,21,POINT (77.53458 12.90842)
Uttari Cross,3,1,POINT (77.51048 12.80844)
Utthari,20,5,POINT (77.49325 12.81797)
V CARE HOSPITAL,2,2,POINT (77.5976 13.01594)
VBHC Apartment Gate,243,25,POINT (77.70466 12.7574)
Vabasandra,11,3,POINT (77.78 13.12245)
Vabasandra Gate,6,3,POINT (77.77328 13.12358)
Vaddarahalli Cross,28,11,POINT (77.44696 13.01494)
Vaddarapalya,217,38,POINT (77.61194 12.84389)
Vaddarapalya (Anugraha Meadows),1,1,POINT (77.6447 13.03881)
Vaddarapalya JP Nagara 8th Phase,14,1,POINT (77.57658 12.87463)
Vaderahalli,20,8,POINT (77.52685 12.83538)
Vaderahalli Cross,78,23,POINT (77.44488 13.0993)
Vaderamanchanahalli Jigani,24,10,POINT (77.63032 12.76832)
Vagata,8,6,POINT (77.83578 13.02308)
Vagdevi Vilas School,42,11,POINT (77.76075 12.93227)
Vahale Gate,11,7,POINT (77.34208 12.87691)
Vaiyali Kaval,215,10,POINT (77.57754 12.99915)
Vaiyalikaval Police Station,216,11,POINT (77.57846 13.00176)
Vajarahalli,9,3,POINT (77.39154 12.82392)
Vajarahalli Colony,9,3,POINT (77.39729 12.82297)
Vajarahalli Junction,2,1,POINT (77.38214 12.82511)
Vajarahalli Metro Station,405,92,POINT (77.54459 12.8773)
Vajragiri Estate,19,2,POINT (77.55663 12.85769)
Vajrakattepalya,3,2,POINT (77.38128 13.15804)
Vajramuneshwara Gate,370,82,POINT (77.53334 12.86481)
Valagere Kallahalli,7,3,POINT (77.77592 12.88243)
Valagere Kallahalli Cross,7,3,POINT (77.76551 12.88182)
Valepura,8,3,POINT (77.76635 12.95576)
Valepura 1,11,3,POINT (77.76515 12.95621)
Valepura Cross,52,14,POINT (77.76694 12.94645)
Valepura Gate,52,14,POINT (77.77237 12.94893)
Vallaba Education Trust School,5,2,POINT (77.55138 12.89055)
Valley School Kanakapura Road,10,3,POINT (77.51004 12.85436)
Vanakanahalli,6,1,POINT (77.69458 12.67272)
Vannarapet,159,18,POINT (77.62095 12.95625)
Vapasandra,1,1,POINT (77.63999 12.82667)
Vappachalli Gate,1,1,POINT (77.94279 12.8578)
Varadanayakanahalli,1,1,POINT (77.35547 13.17031)
Varadenahalli,12,4,POINT (77.31235 12.96099)
Varadenahalli Handpost,59,12,POINT (77.31196 12.95536)
Varahasandra,4,1,POINT (77.48672 12.87403)
Varthur Kodi,556,91,POINT (77.74472 12.95664)
Varthur kodi,287,36,POINT (77.74642 12.95897)
Varthuru,399,96,POINT (77.40216 12.98557)
Varthuru Govt College,337,92,POINT (77.74711 12.94221)
Varthuru Police Station,292,81,POINT (77.74638 12.93773)
Vasantavihar Colony Billamaranahalli,4,2,POINT (77.6352 13.14952)
Vasanth Enclave,1,1,POINT (77.59353 13.01161)
Vasantha Nagara,1371,162,POINT (77.59503 12.99278)
Vasanthanagara,151,9,POINT (77.59547 12.99395)
Vasanthappa Block,346,28,POINT (77.58904 13.02629)
Vasanthapura,127,19,POINT (77.55244 12.89626)
Vasavi Vidya Mandira,5,3,POINT (77.57564 12.94832)
Vasudev Adigas Hotel,146,2,POINT (77.63247 12.91069)
Vasudevapura,63,19,POINT (77.52029 12.79809)
Veerabhadra Nagara,147,19,POINT (77.53368 12.93807)
Veerabhadranagara,418,24,POINT (77.53343 12.93828)
Veeraiah Enclave Arishinakunte,77,21,POINT (77.4233 13.07408)
Veeranahalli,2,2,POINT (77.73642 13.02714)
Veeranjaneya Temple,154,28,POINT (77.41254 12.82864)
Veerannapalya,1338,108,POINT (77.61369 13.04257)
Veerasagara,20,3,POINT (77.55409 13.10482)
Veerasandra,975,120,POINT (77.67674 12.84012)
Veeregowdanadoddy,3,1,POINT (77.27845 12.89444)
Velankani Drive,148,17,POINT (77.65748 12.85104)
Venkatagiri Kote,6,1,POINT (77.72547 13.32716)
Venkatala,1995,195,POINT (77.60498 13.1111)
Venkatapura,43,4,POINT (77.82066 13.27979)
Venkatapura Cross,5,2,POINT (77.8058 13.28338)
Venkatapura Gate Lakkondahalli,188,16,POINT (77.77365 13.11453)
Venkateshapura,466,64,POINT (77.61762 13.0155)
Venkateshwara College,48,15,POINT (77.63637 13.16039)
Venkateshwara Layout,375,19,POINT (77.48856 12.99331)
Venkateshwara Nagara Cross,43,7,POINT (77.62066 13.07056)
Venugopala Nagara,62,3,POINT (77.49403 13.03969)
Venugopala Temple Devasandra,24,5,POINT (77.70232 13.00529)
Veterinary Hospital,1567,244,POINT (77.58697 13.03018)
Vibhuthipura Samudaya Bhavan,6,2,POINT (77.67747 12.96468)
Vidhana Soudha,48,45,POINT (77.58853 12.98104)
Vidhana Soudha Karnataka High Court,1222,161,POINT (77.59135 12.97821)
Vidhana Soudha Layout,12,6,POINT (77.52245 13.01543)
Vidyamanyanagara,417,18,POINT (77.48742 13.00461)
Vidyanagara Chikkajala,14,5,POINT (77.64073 13.16001)
Vidyanagara Chikkajala 1,34,10,POINT (77.64068 13.15991)
Vidyanagara Cross,228,35,POINT (77.6269 13.161)
Vidyanagara Cross Chikkajala,319,55,POINT (77.62724 13.16101)
Vidyaniketan Public School,264,16,POINT (77.48631 12.95118)
Vidyaniketan School Hebbala,24,11,POINT (77.59644 13.04769)
Vidyapeeta Circle,15,5,POINT (77.56073 12.9352)
Vidyaranyapura,396,35,POINT (77.56028 13.08372)
Vidyaranyapura Bus Station,274,15,POINT (77.5607 13.08374)
Vidyaranyapura Post Office,511,43,POINT (77.55831 13.07658)
Vidyasagara,503,73,POINT (77.62758 13.04559)
Vigneshwara Nagara,53,14,POINT (77.4993 12.99255)
Vijaya Bank Bannerughatta,462,70,POINT (77.58317 12.81559)
Vijaya Bank Colony Ayyappa Temple,49,5,POINT (77.60631 12.89123)
Vijaya Bank Colony Ring Road,1082,96,POINT (77.66021 13.01695)
Vijaya Bank Layout Devarachikkanahalli,49,5,POINT (77.61051 12.89284)
Vijaya Bank Layout Petrol Bunk,46,4,POINT (77.61162 12.89223)
Vijaya College,380,34,POINT (77.58002 12.94001)
Vijaya School,31,10,POINT (77.67249 13.13045)
Vijayanagara,1542,106,POINT (77.53843 12.97433)
Vijayanagara Garage,1438,92,POINT (77.53555 12.966)
Vijayanagara Vijaya Bank,679,45,POINT (77.54155 12.97359)
Vijayapura Bus Stand Jangamakote,170,23,POINT (77.80199 13.29479)
Vijayapura Cross,182,28,POINT (77.7173 13.25686)
Vijayapura Gate,2,1,POINT (77.88171 13.03928)
Vijayapura Kere Kodi,2,2,POINT (77.79135 13.30336)
Vijayapura Toll Gate,59,9,POINT (77.80606 13.29156)
Vinayaka Chitramandira,46,9,POINT (77.56994 12.87488)
Vinayaka Layout,14,5,POINT (77.53041 12.96491)
Vinayaka Layout Nagarabhavi,441,45,POINT (77.50745 12.96076)
Vinayaka Nagara,131,9,POINT (77.5433 13.08258)
Vinayaka Nagara Cross,77,20,POINT (77.4224 13.06754)
Vinayaka Nagara Hesarghatta,41,10,POINT (77.47451 13.13865)
Vinayaka Nagara JP Nagara,7,2,POINT (77.59141 12.89928)
Vinayaka Nagara Old Gudadahalli,21,2,POINT (77.55062 12.96088)
Vinayaka Nagara Rachammanahalli,5,3,POINT (77.73146 12.71645)
Vinayaka Talkies,668,75,POINT (77.56779 12.96333)
Vinayaka Talkies Sunkadakatte,2,1,POINT (77.50829 12.9929)
Vinayakanagara Indira Canteen Gubbala  Road,1,1,POINT (77.54312 12.89314)
Vinayakanagara Ramohalli,128,41,POINT (77.43022 12.90287)
Vinayakanagara Varthur,231,66,POINT (77.73954 12.92864)
Vindyagiri BDA Nivasa,3,2,POINT (77.75148 13.03406)
Virupakshapura,58,16,POINT (77.57179 13.06383)
Vishal Mart 4th Phase Yelahanka,103,2,POINT (77.57695 13.10367)
Vishwa Chethana College,7,2,POINT (77.70327 12.70076)
Vishwa Shanti Ashrama,725,77,POINT (77.41724 13.08402)
Vishwanath Nagenahalli,27,5,POINT (77.60495 13.03951)
Vishwanathapura,63,11,POINT (77.64928 13.27181)
Vishwapriya Layout Cross,248,33,POINT (77.62475 12.88203)
Visthar Gate,21,4,POINT (77.66016 13.06652)
Vittal Nagara,28,6,POINT (77.55713 12.95464)
Vittasandra Bettadasanapura,5,1,POINT (77.6357 12.85737)
Vittasandra Cross,136,18,POINT (77.63471 12.84379)
Viva Toyota Hunasamaranahalli,1,1,POINT (77.61946 13.14973)
Vivek Nagara,22,6,POINT (77.62303 12.95417)
Vivek Nagara Cross,105,15,POINT (77.62074 12.95469)
Vivekananda College,78,10,POINT (77.55431 13.00804)
Vivekananda Nagara,14,4,POINT (77.55325 12.9304)
Vivekananda School,14,6,POINT (77.79127 13.06917)
Vivekananda Vidyavardhaka School,66,19,POINT (77.46977 13.13953)
Vokkaliga School Kottigepalya,311,34,POINT (77.51153 12.98604)
Vrishabavatipura,34,4,POINT (77.41559 12.76621)
WIMAC Junction,239,24,POINT (77.52996 13.06872)
Water Tank,58,6,POINT (77.56169 12.90847)
Water Tank Chamarajapet,1006,157,POINT (77.56493 12.96038)
Water Tank Kamalanagara,358,10,POINT (77.53977 12.99546)
Water Tank Kothanur Dinne,361,21,POINT (77.58413 12.87444)
Weavers Colony,46,9,POINT (77.58379 12.84445)
Weavers Colony Nelamangala,723,76,POINT (77.40561 13.09403)
West Cross Kumaraswamy Layout,58,13,POINT (77.55981 12.90087)
Wheel And Axle Plant,625,137,POINT (77.58241 13.10572)
Whispering Meadows Patelappa Layout,2,2,POINT (77.57142 13.04657)
White Field Bus Station (Vydehi Hospital),877,43,POINT (77.72684 12.97642)
White Field Post Office,691,75,POINT (77.75 12.97056)
Whitefiled ACP Police Station,122,23,POINT (77.7507 12.97538)
Widia Factory,678,109,POINT (77.49664 13.04877)
Widia School,724,106,POINT (77.50786 13.05126)
Wilson Garden 10th Cross,564,52,POINT (77.59831 12.94752)
Wilson Garden 12th Cross,480,58,POINT (77.59794 12.94725)
Wilson Garden 14th Main,78,4,POINT (77.60052 12.94659)
Wilson Garden Police Station,1181,114,POINT (77.5951 12.95141)
Wind Tunnel Road (Murugeshpalya),7,1,POINT (77.65427 12.9592)
Wipro Gate Shikaripalya Cross,460,51,POINT (77.6591 12.83905)
Wipro Park Koramangala,198,13,POINT (77.63319 12.92897)
Wonderla Amusement Park,8,2,POINT (77.40206 12.8365)
YAPB Toll,163,37,POINT (77.55423 13.21339)
YAPB Toll (Volvo),94,2,POINT (77.55423 13.21285)
YHK Hospital,57,20,POINT (77.63652 12.77945)
YMC Nandhidurga Road,70,6,POINT (77.60178 12.99596)
YMCA Public School,79,23,POINT (77.44835 12.87354)
Yadagondanahalli,7,3,POINT (77.81091 12.94952)
Yadala,2,1,POINT (77.78949 13.25169)
Yadalam Nagara,111,18,POINT (77.54833 12.89637)
Yadamadu Kanakapura Road,110,9,POINT (77.48788 12.7351)
Yadavanahalli,616,42,POINT (77.75071 12.78543)
Yadehalli Dabaspete,21,2,POINT (77.25618 13.21378)
Yadiyurappa Nagara,12,6,POINT (77.55901 13.15118)
Yadiyuru,425,64,POINT (77.57623 12.93067)
Yadiyuru Bagalur,46,14,POINT (77.69547 13.13091)
Yalachagere Colony,1,1,POINT (77.35798 13.09647)
Yalachagere Cross,9,5,POINT (77.35932 13.0927)
Yalachagere Temple,1,1,POINT (77.35828 13.10178)
Yalachaguppe,97,4,POINT (77.42103 12.95933)
Yalachammanahalli,2,1,POINT (77.91099 13.06551)
Yalachenahalli,670,117,POINT (77.57167 12.89764)
Yalachenahalli Metro Station,480,69,POINT (77.57029 12.89609)
Yalahanka Bakery,170,9,POINT (77.57689 13.10329)
Yalahanka Police Station,588,110,POINT (77.59442 13.09478)
Yalahanka Satellite Town,1446,71,POINT (77.5791 13.09596)
Yale Doddy,2,1,POINT (77.31337 12.78976)
Yale Kodigehalli,68,6,POINT (77.46529 12.9774)
Yale Kodigehalli Colony,68,6,POINT (77.4683 12.98286)
Yallammana doddi,8,4,POINT (77.6122 12.75463)
Yamalur,5,3,POINT (77.68076 12.94844)
Yamalur Cross,819,106,POINT (77.68756 12.95498)
Yamarahalli Nagara,3,2,POINT (77.69782 13.30799)
Yamare,578,61,POINT (77.76646 12.87227)
Yanagunte,133,7,POINT (77.79075 13.15781)
Yanasandra,11,3,POINT (77.53479 12.75181)
Yantaganahalli,8,7,POINT (77.34554 13.06275)
Yantaganahalli  Toll,2,2,POINT (77.36108 13.06859)
Yantaganahalli Hospital,7,6,POINT (77.3423 13.0614)
