name,trip_count,route_count,id,geometry
Arebic College,290,34,v9,POINT (77.62084 13.02992)
Arebommanahalli T Begur,1,1,s4,POINT (77.28491 13.14266)
Arehalli,9,3,1vr,POINT (77.76696 12.76327)
Arehalli,2,1,2r4,POINT (77.83035 12.93828)
Arehalli,81,14,3no,POINT (77.53841 12.90857)
Arehalli,1,1,4vs,POINT (77.56541 13.26528)
Arehalli,168,28,5do,POINT (77.53855 12.90849)
Arehalli,70,8,5h0,POINT (77.76729 12.76352)
Arehalli,2,1,kr,POINT (77.82992 12.93738)
Arehalli Cross,18,10,1vn,POINT (77.83669 12.94227)
Arehalli Cross,29,6,5rf,POINT (77.83665 12.94222)
Arenur,3,1,64b,POINT (77.7749 12.80975)
Arishinakunte,56,4,43q,POINT (77.77355 13.20051)
Arishinakunte,378,36,50e,POINT (77.42417 13.08026)
Arishinakunte,403,51,5cw,POINT (77.42419 13.07966)
Arishinakunte,42,1,vu,POINT (77.77368 13.2008)
Arivesandra,11,2,38k,POINT (77.32512 13.18504)
Arivesandra,18,2,3eg,POINT (77.32518 13.18506)
Army Public School Kamaraja Road,17,11,2gr,POINT (77.60941 12.97871)
Arogya Dhama,1,1,54n,POINT (77.35297 13.07838)
Art Of Living,108,18,1ez,POINT (77.5141 12.82261)
Art Of Living (Kanakapura Road),208,51,4ob,POINT (77.51415 12.82279)
Art Of Living Ravishankar Ashram,216,52,25t,POINT (77.51259 12.82883)
Art Of Living Ravishankar Ashram,110,19,2i,POINT (77.51255 12.82863)
Ashoka Pillar,95,7,1am,POINT (77.58496 12.94367)
Ashoka Pillar,178,12,4br,POINT (77.58515 12.94249)
Ashoka Pillar,316,17,jv,POINT (77.58529 12.94322)
Ashoka Polytechnic,1,1,1h0,POINT (77.53307 13.06553)
Ashoka Polytechnic,6,1,29q,POINT (77.53308 13.06557)
Ashrama Ramohalli,55,17,1o2,POINT (77.42886 12.9063)
Ashrama Ramohalli,73,24,1oi,POINT (77.42892 12.90617)
Ashwath Nagara,326,34,18g,POINT (77.63125 13.05274)
Ashwath Nagara,170,36,676,POINT (77.63144 13.05289)
Ashwath Nagara Cross,22,7,5lr,POINT (77.63067 13.05075)
Ashwath Nagara Cross,6,2,99,POINT (77.63054 13.05078)
Ashwathkatte Kodihalli,3,2,1qd,POINT (77.81054 13.0186)
Ashwathkatte Kodihalli,8,3,od,POINT (77.81063 13.01858)
Ashwathkatte Manorayanapalya,10,4,36k,POINT (77.60448 13.02795)
Ashwathkatte Manorayanapalya,11,2,6eg,POINT (77.60453 13.02798)
Ashwathkatte Sultanpalya,61,6,4fo,POINT (77.60341 13.0246)
Ashwathkatte Sultanpalya,146,9,4vj,POINT (77.60346 13.02459)
Ashwathnagara,1,1,12m,POINT (77.57971 13.02696)
Ashwathnagara,347,8,37i,POINT (77.57973 13.02691)
Ashwathnagara,70,7,3r7,POINT (77.57984 13.02679)
Asian Paints Dabaspet,9,1,1sr,POINT (77.27239 13.23008)
Aspire bee School,3,2,46n,POINT (77.72373 12.87915)
Athimagere Gate,3,1,2hr,POINT (77.28357 12.87458)
Attibele,12,5,3ea,POINT (77.76968 12.77787)
Attibele,74,11,54x,POINT (77.76984 12.77799)
Attibele Bus Stand,430,18,28y,POINT (77.77077 12.77865)
Attibele Bus Stand,192,12,2qt,POINT (77.77086 12.77896)
Attibele Bus Stand,26,9,3ka,POINT (77.77046 12.77954)
Attibele Bus Stand,72,13,3nx,POINT (77.77061 12.77958)
Attibele Sulibele,51,3,41g,POINT (77.79388 13.16987)
Attibele Sulibele,82,5,63t,POINT (77.79387 13.1698)
Attiguppe,568,37,20w,POINT (77.53385 12.95789)
Attiguppe,5,1,4gz,POINT (77.53435 12.95783)
Attiguppe,11,2,5f,POINT (77.53446 12.95787)
Attiguppe,474,31,td,POINT (77.53395 12.95809)
Attivatta,2,1,1u,POINT (77.85348 13.08812)
Attivatta Gate,8,3,hi,POINT (77.85521 13.09743)
Attivatta Gate,3,2,py,POINT (77.85527 13.09724)
Atturu,13,2,1mj,POINT (77.56578 13.10653)
Atturu,3,2,2w4,POINT (77.85864 13.09855)
Atturu,19,3,4vf,POINT (77.56577 13.10649)
Atturu,2,1,5xp,POINT (77.85841 13.09877)
Atturu Layout,537,26,1v,POINT (77.56763 13.09778)
Atturu Layout,592,27,2kn,POINT (77.56753 13.09793)
Atturu Layout,2,1,4fv,POINT (77.56707 13.09789)
Atturu Layout Vegetable Market,14,3,58o,POINT (77.56687 13.10082)
Atturu Layout Vegetable Market,25,4,5am,POINT (77.56685 13.10079)
Austin Town,216,13,575,POINT (77.61456 12.96153)
Austin Town,104,8,5xx,POINT (77.61344 12.96156)
Austin Town Neelasandra,97,7,313,POINT (77.61254 12.9616)
Auto Gas/Royal School,221,17,4ya,POINT (77.58585 12.90133)
Avadadenahalli Gate,115,11,2p7,POINT (77.70779 12.74668)
Avadadenahalli Gate,125,13,iu,POINT (77.7078 12.74649)
Avalahalli,145,14,1lf,POINT (77.56657 12.87276)
Avalahalli,145,41,2a3,POINT (77.56915 13.13522)
Avalahalli,159,33,3zy,POINT (77.56924 13.13538)
Avalahalli,8,1,4ue,POINT (77.56653 12.87275)
Avalahalli,147,15,e2,POINT (77.56665 12.87293)
Avalahalli BDA Layout,22,2,4d7,POINT (77.56118 12.87222)
Avalahalli BDA Layout,13,5,4vz,POINT (77.56153 12.87386)
Avalahalli BDA Layout,12,3,69o,POINT (77.56154 12.87383)
Avalahalli BDA Park Girinagara,10,2,2wt,POINT (77.54311 12.94328)
Avalahalli BDA Park Girinagara,46,4,5ef,POINT (77.54271 12.94332)
Avalahalli Electronic City,3,2,1n5,POINT (77.71163 12.86957)
Avalahalli Electronic City,1,1,4fy,POINT (77.71175 12.86966)
Avalahalli Hosakote,37,10,1p1,POINT (77.73531 13.03591)
Avalahalli Hosakote,260,29,3p5,POINT (77.73575 13.0355)
Avalahalli Hosakote,307,58,4rs,POINT (77.7358 13.03605)
Avalahalli New BDA Layout,10,2,5,POINT (77.53685 12.94341)
Avalakuppe Cross,2,2,3za,POINT (77.34843 13.02384)
Avaragere,2,1,40,POINT (77.38086 12.82007)
Avaragere Cross,5,4,59q,POINT (77.37782 12.80957)
Avaragere Cross,12,4,6bc,POINT (77.37784 12.80962)
Avasarala Factory Kanakapura Road,7,4,677,POINT (77.49265 12.78204)
Avathi,1,1,11,POINT (77.72579 13.29638)
Avathi,2,2,334,POINT (77.7256 13.29627)
Avathi,6,1,4fj,POINT (77.72548 13.29633)
Averahalli,5,1,1c8,POINT (77.41612 13.03503)
Averahalli Cross,3,1,218,POINT (77.42186 13.03337)
Averahalli Cross,10,4,2pz,POINT (77.42184 13.03343)
Averahalli Cross,1,1,4fw,POINT (77.4149 13.04391)
Averahalli Cross,3,3,5cr,POINT (77.41493 13.04392)
Avinash Petrol Bunk,103,7,67g,POINT (77.58862 12.99045)
Ayurvedic Hospital Bodhanahosahalli,12,5,381,POINT (77.8004 12.96969)
Ayurvedic Hospital Bodhanahosahalli,7,3,3w3,POINT (77.80022 12.96962)
Ayyappa Nagara  Sadaramangala,13,3,55v,POINT (77.70997 13.00426)
Ayyappa Nagara Muneshwara Temple Sadaramangala,15,3,287,POINT (77.7124 13.00451)
Ayyappa Nagara Muneshwara Temple Sadaramangala,9,2,4ua,POINT (77.71243 13.00445)
Ayyappa Nagara Sadaramangala,11,2,39f,POINT (77.71002 13.00431)
Ayyappa School Kereguddadahalli,4,1,xw,POINT (77.517 13.07468)
Ayyappa Temple Jalahalli Cross,330,21,68j,POINT (77.52231 13.0461)
Ayyappa Temple Jalahalli Cross,244,12,jd,POINT (77.52243 13.04623)
Ayyappa Temple Yashawanthapura,519,54,55k,POINT (77.56316 13.02159)
Ayyappa Temple Yashawanthapura,470,46,ni,POINT (77.56321 13.02167)
Ayyappaswamy Temple Madivala,474,41,2tk,POINT (77.61791 12.92478)
Aziz Palya,3,1,4mg,POINT (77.36696 13.02712)
B Channasandra,5,1,2hi,POINT (77.6575 13.01006)
B Channasandra,9,3,557,POINT (77.6576 13.0102)
B Channasandra,14,5,kz,POINT (77.6576 13.01)
B Channasandra Bridge(Ramamurthy Nagara Ring Road),367,22,1jd,POINT (77.66272 13.01318)
B Channasandra Bridge(Ramamurthy Nagara Ring Road),21,6,28i,POINT (77.66199 13.01229)
B Channasandra Bridge(Ramamurthy Nagara Ring Road),68,8,2s1,POINT (77.66209 13.01354)
B Channasandra Bridge(Ramamurthy Nagara Ring Road),540,34,31c,POINT (77.66242 13.01128)
B Channasandra Bridge(Ramamurthy Nagara Ring Road),211,9,3el,POINT (77.66193 13.01329)
B Channasandra Bridge(Ramamurthy Nagara Ring Road),53,4,5qa,POINT (77.66257 13.01311)
B Channasandra Bridge(Ramamurthy Nagara Ring Road),623,58,o9,POINT (77.66232 13.0112)
B Hosur Circle,5,2,49,POINT (77.4482 12.74247)
B Krishnappa Nagara,1,1,3z0,POINT (77.40872 12.99714)
B Marenahalli,16,4,5eg,POINT (77.73952 13.17023)
B Marenahalli,41,3,qp,POINT (77.73759 13.16635)
B Nagasandra,7,1,1ss,POINT (77.65363 12.94368)
B Narayanapura,201,62,372,POINT (77.68399 13.00039)
B Narayanapura,216,42,5qf,POINT (77.68415 13.00028)
B Narayanapura Ring Road,585,39,2pa,POINT (77.68387 12.99589)
B Narayanapura Ring Road,482,27,43c,POINT (77.68417 12.99583)
B Palya Razakapalya,3,1,4ld,POINT (77.6594 13.14436)
BCC Layout,4,2,6aj,POINT (77.52978 12.95128)
BCC Layout Cross,4,2,2q8,POINT (77.53486 12.95473)
BCMC Layout Raghuvanahalli,2,2,130,POINT (77.54947 12.87833)
BCMC Layout Raghuvanahalli,1,1,5n2,POINT (77.54934 12.87838)
BDA Complex Banashankari 2nd Stage,6,3,36d,POINT (77.56428 12.9247)
BDA Complex Cross Nagarabhavi,130,12,4zp,POINT (77.51278 12.97199)
BDA Complex Cross Nagarabhavi,110,8,5hc,POINT (77.51293 12.97211)
BDA Complex HBR Layout,1,1,1po,POINT (77.62809 13.02589)
BDA Complex HSR Layout,64,5,1sf,POINT (77.63807 12.91296)
BDA Complex HSR Layout,43,2,4g3,POINT (77.63805 12.91282)
BDA Complex Koramangala,199,17,38i,POINT (77.62248 12.93109)
BDA Complex Koramangala,190,23,570,POINT (77.62221 12.93094)
BDA Complex Nagarabhavi,163,16,2bb,POINT (77.51064 12.97958)
BDA Complex Nagarabhavi,150,19,3iz,POINT (77.51073 12.97938)
BDA Flats Kommaghatta,1,1,wp,POINT (77.46208 12.91473)
BDA Park Bande Maramma Temple,10,3,203,POINT (77.5148 12.96948)
BDS Nagara,4,1,32g,POINT (77.64308 13.0657)
BDS Nagara,3,3,4c6,POINT (77.64309 13.06573)
BEL Circle,290,33,2ay,POINT (77.55654 13.04588)
BEL Circle,100,4,2in,POINT (77.55806 13.04376)
BEL Circle,427,46,3mo,POINT (77.55583 13.04639)
BEL Circle,923,70,4ea,POINT (77.55669 13.0452)
BEL Circle,77,12,4ky,POINT (77.55713 13.04339)
BEL Circle,160,24,ez,POINT (77.55489 13.04402)
BEL Factory,32,17,50g,POINT (77.55861 13.04887)
BEL Hospital,264,20,2r,POINT (77.55745 13.05064)
BEL Hospital,251,11,u8,POINT (77.55755 13.04987)
BEL Layout Dasanapura,1,1,109,POINT (77.42317 13.08929)
BEL Layout Dasanapura,3,2,4c8,POINT (77.4232 13.08927)
BEL Market,358,39,5di,POINT (77.55192 13.05189)
BEL Market 1,323,27,1n8,POINT (77.55193 13.05192)
BEML Complex,156,14,4le,POINT (77.52033 12.91952)
BEML Complex,186,15,6da,POINT (77.52028 12.91973)
BEML Factory,8,8,12j,POINT (77.65908 12.97146)
BEML Gate,127,26,3t0,POINT (77.6588 12.9713)
BEML Gate,64,23,3te,POINT (77.65859 12.97146)
BEML Layout 5th stage,18,6,41r,POINT (77.52111 12.90684)
BEML Layout 5th stage,494,40,4gb,POINT (77.52137 12.90685)
BEML Layout 5th stage,1,1,5ap,POINT (77.52107 12.90684)
BEML Layout Gate,372,16,4bs,POINT (77.71641 12.96083)
BEML Layout Gate,408,17,4ur,POINT (77.7165 12.96054)
BGS College Chikkaballapura,6,1,12c,POINT (77.72662 13.39551)
BGS College Gate Devagere,9,2,5ku,POINT (77.46868 12.84759)
BGS College Gate Devagere,22,5,b4,POINT (77.46871 12.84762)
BGS Health City Gate Abhiman Studio,61,5,139,POINT (77.49909 12.90714)
BGS Health City Gate Abhiman Studio,80,10,2la,POINT (77.49921 12.90706)
BGS International Residential School,1,1,zw,POINT (77.46205 12.84663)
BGS PU College Thotagere,7,6,1wp,POINT (77.45146 13.14427)
BGS PU College Thotagere,10,6,3j8,POINT (77.45141 13.14428)
BGS School Banandur,4,3,152,POINT (77.39727 12.77952)
BGS School Banandur,2,2,6dq,POINT (77.39728 12.77941)
BHEL,84,13,19t,POINT (77.66026 12.8452)
BHEL,677,77,3a4,POINT (77.53559 12.94874)
BHEL,901,123,3au,POINT (77.53583 12.94872)
BHEL,144,15,3n2,POINT (77.65993 12.84506)
BHEL,233,24,yp,POINT (77.66026 12.84492)
BHEL Concord Layout,7,2,55m,POINT (77.50942 12.90822)
BHEL Layout,19,6,y1,POINT (77.50835 12.91624)
BHEL Layout Cross,16,4,2dq,POINT (77.51103 12.91577)
BHEL Layout Cross,3,2,2fq,POINT (77.51098 12.91583)
BHEL Layout Cross,7,3,5uu,POINT (77.51305 12.91617)
BHEL Layout Maramma Temple,7,3,5v4,POINT (77.5088 12.92192)
BHEL Layout Water Tank,11,3,4q4,POINT (77.50906 12.91895)
BHEL Layout Water Tank,1,1,4t,POINT (77.50901 12.91904)
BIES Kuduregere,25,2,2tx,POINT (77.46974 13.06249)
BK Circle,90,27,5a7,POINT (77.58325 12.87062)
BK Circle,209,16,5d7,POINT (77.58309 12.87056)
BK Circle,143,6,9w,POINT (77.58316 12.87067)
BME-1 NICE Road,5,2,2go,POINT (77.53179 12.91943)
BME-2 NICE Road,5,2,4lv,POINT (77.51346 12.89345)
BMSIT College Campous Yelahanka,5,4,3ef,POINT (77.56811 13.1337)
BMTC Training Centre,15,5,3mb,POINT (77.44841 13.01994)
BMTC Training Centre,5,2,52y,POINT (77.44837 13.01991)
BN Bachegowda Badavane,2,2,2sp,POINT (77.84542 12.9627)
BN Bachegowda Badavane Colony,13,8,4as,POINT (77.84512 12.96278)
BN Bachegowda Badavane Colony,6,3,91,POINT (77.84504 12.96279)
BOB Colony,40,2,610,POINT (77.5864 12.89299)
BP Indian School Nelamangala,7,6,1,POINT (77.37555 13.08764)
BP Indian School Nelamangala,10,8,3im,POINT (77.37529 13.0877)
BPL,482,77,1fw,POINT (77.74828 12.98525)
BPL,474,60,3nc,POINT (77.59697 12.88702)
BPL,153,31,3px,POINT (77.59676 12.88691)
BPL,537,62,zx,POINT (77.74768 12.98531)
BRV Talkies Cubbon Road,87,16,53h,POINT (77.60273 12.97911)
BRV Talkies Cubbon Road,97,22,6q,POINT (77.60223 12.97941)
BSF Yalahanka,2,2,5li,POINT (77.60492 13.12912)
BTL College,374,64,5qo,POINT (77.69485 12.81185)
BTL College,575,49,jq,POINT (77.69472 12.8117)
BTM Layout 16th Main,536,34,39v,POINT (77.60912 12.91662)
BTM Layout 16th Main,650,36,3o8,POINT (77.60932 12.9165)
BTM Layout 16th Main Road,20,5,3np,POINT (77.61014 12.91627)
BTM Layout Water Tank,556,39,3yx,POINT (77.60718 12.91667)
BTM Layout Water Tank,649,36,43u,POINT (77.60711 12.91654)
BTR Garden,10,4,1vq,POINT (77.64662 12.89028)
BTR Garden,18,9,32z,POINT (77.64645 12.89033)
BTS Layout Basaveshwaranagara,2,2,26o,POINT (77.48056 12.97707)
BUC ADM Block,310,15,1s6,POINT (77.50069 12.95007)
BUC ADM Block,184,15,6b3,POINT (77.50086 12.95005)
BUC Ladies Hostel,184,15,2dt,POINT (77.50602 12.94187)
BUC Ladies Hostel,304,14,3nt,POINT (77.5061 12.94174)
BUC Library,304,14,4nz,POINT (77.50421 12.9443)
BUC Library,184,15,67e,POINT (77.50435 12.94439)
BUC Quarters,168,7,24s,POINT (77.49917 12.95203)
BWSSB Quarters Nayandahalli,433,70,3gx,POINT (77.5236 12.93987)
BWSSB Quarters Nayandahalli,904,117,3qa,POINT (77.52412 12.94013)
BWSSB Tavarekere,81,10,2do,POINT (77.39937 12.97007)
BWSSB Tavarekere,33,9,5na,POINT (77.39935 12.96999)
Babusabpalya,676,45,2jb,POINT (77.64721 13.02274)
Babusabpalya,692,67,ru,POINT (77.64702 13.0226)
Babusabpalya 302,30,8,1xq,POINT (77.64747 13.02285)
Bachahalli Gate,162,15,16n,POINT (77.67332 13.21205)
Bachahalli Gate,207,26,5fy,POINT (77.6732 13.21219)
Bachenahatti,18,2,2df,POINT (77.30395 12.955)
Bachenahatti,34,8,o6,POINT (77.30408 12.95476)
Badekatte,4,1,2o3,POINT (77.48975 12.81806)
Badekatte,3,1,4xb,POINT (77.48975 12.8181)
Badrapura,2,1,2zf,POINT (77.42746 12.87177)
Bagalagunte,378,55,3h8,POINT (77.50735 13.05665)
Bagalagunte,346,51,535,POINT (77.50728 13.05657)
Bagalur,241,45,2y0,POINT (77.66797 13.13453)
Bagalur,31,4,5m8,POINT (77.66816 13.13468)
Bagalur,335,48,5x8,POINT (77.6679 13.1346)
Bagalur Colony,55,17,2p5,POINT (77.67118 13.14146)
Bagalur Colony,68,27,5u5,POINT (77.6713 13.14146)
Bagalur Cross,359,67,1uy,POINT (77.61061 13.12198)
Bagalur Cross,251,45,2el,POINT (77.61116 13.12211)
Bagalur Cross,263,26,2x4,POINT (77.61128 13.12184)
Bagalur Cross,103,22,5gr,POINT (77.61129 13.12175)
Bagalur Santhe,239,45,2px,POINT (77.6668 13.13334)
Bagalur Santhe,349,47,507,POINT (77.66675 13.13351)
Bagluru Old police Station,65,21,4ee,POINT (77.66661 13.12952)
Bagluru Old police Station,137,23,pl,POINT (77.6667 13.12977)
Bagmane Tech Park,12,4,2vc,POINT (77.65654 12.98065)
Bagmane Tech Park,19,4,5p3,POINT (77.65642 12.98076)
Bagmane Tech Park (Graphite India),2,2,1lg,POINT (77.70706 12.97028)
Baguru,16,5,5vl,POINT (77.84275 12.89645)
Baguru,17,7,668,POINT (77.84224 12.89677)
Baguru Colony,16,5,34t,POINT (77.8465 12.89457)
Baguru Colony,13,6,g4,POINT (77.84648 12.89469)
Baladimmanahalli,37,2,2ld,POINT (77.74341 13.1898)
Baladimmanahalli,16,4,ug,POINT (77.74336 13.18959)
Balaganahalli Cross,1,1,5j1,POINT (77.94176 12.89314)
Balageranahalli Cross,6,3,60j,POINT (77.73468 12.78744)
Balagere,11,2,5fl,POINT (77.72901 12.93963)
Balagere,7,2,5tf,POINT (77.72902 12.9396)
Balaji Apartment HSR Layout,1,1,18z,POINT (77.64895 12.90496)
Balaji Apartment HSR Layout,1,1,47n,POINT (77.64899 12.90497)
Balaji Badavane Sulikere,54,5,289,POINT (77.44331 12.93565)
Balaji Badavane Sulikere,49,2,va,POINT (77.44328 12.93569)
Balaji Layout,5,1,1jk,POINT (77.48914 12.96002)
Balaji Layout,1,1,4yb,POINT (77.48932 12.96005)
Balaji Layout 100ft Road,1,1,4ab,POINT (77.53984 12.87772)
Balaji Theatre Magadi,4,1,1vv,POINT (77.23686 12.96057)
Balavikas International School,3,1,6do,POINT (77.51453 12.96696)
Balavikas School Gidadakonenahalli,1,1,1rj,POINT (77.4914 12.97008)
Balekatte,1,1,3z2,POINT (77.21031 12.9278)
Balenahalli,1,1,3m,POINT (77.19354 12.89576)
Balepura,9,2,1ps,POINT (77.77896 13.1992)
Balepura,4,1,ld,POINT (77.77892 13.19917)
Balepura Gate,12,2,3rg,POINT (77.77734 13.19791)
Balepura Gate,42,1,5ia,POINT (77.77725 13.19786)
Balepura Gate,44,2,5vc,POINT (77.77686 13.19764)
Baleveeranahalli,3,1,24e,POINT (77.39394 13.0186)
Balluru,1,1,52l,POINT (77.78728 12.75424)
Balluru Cross,1,1,14t,POINT (77.77934 12.74971)
Balluru Cross,1,1,4t3,POINT (77.77932 12.74978)
Baluvanahalli Cross,1,1,34g,POINT (77.80811 13.26238)
Bamboo Bazaar,771,88,15f,POINT (77.60402 12.99208)
Bamboo Bazaar,985,115,2nv,POINT (77.60332 12.99192)
Banahalli,2,1,4lg,POINT (77.91228 13.21376)
Banandur Circle,2,2,45t,POINT (77.39841 12.77536)
Banandur Circle,4,3,63p,POINT (77.39844 12.77538)
Bananduru,4,3,3ad,POINT (77.39795 12.77677)
Bananduru,2,2,5oc,POINT (77.3979 12.77677)
Banarahalli,4,4,2ep,POINT (77.86284 12.95716)
Banasawadi,213,10,41b,POINT (77.65234 13.01452)
Banasawadi,214,11,52c,POINT (77.65102 13.01441)
Banasawadi 100 Feet Road,24,5,4fz,POINT (77.64963 13.01513)
Banasawadi 100 Feet Road,7,4,5tm,POINT (77.64969 13.01508)
Banashankari,315,67,10a,POINT (77.57373 12.91631)
Banashankari,66,9,3hn,POINT (77.57325 12.91679)
Banashankari 1st Stage Muneshwara Block KEB,43,7,2aq,POINT (77.55079 12.94211)
Banashankari 1st Stage Muneshwara Block KEB,43,5,4bp,POINT (77.55061 12.94213)
Banashankari 3rd Stage 3rd Phase,3,1,4eo,POINT (77.55125 12.92761)
Banashankari 3rd Stage 3rd Phase,22,2,50i,POINT (77.5514 12.92763)
Banashankari 5th Stage,1,1,1v9,POINT (77.52809 12.9022)
Banashankari Bus Station,55,8,387,POINT (77.57403 12.91765)
Banashankari Bus Station,941,58,3rt,POINT (77.5727 12.91736)
Banashankari Bus Station,1578,132,4jm,POINT (77.57272 12.91779)
Banashankari Hunasemara,177,22,2cd,POINT (77.57413 12.91966)
Banashankari Hunasemara,91,15,4ap,POINT (77.57407 12.92097)
Banashankari Hunasemara,59,3,6dd,POINT (77.57414 12.92084)
Banashankari Post Office,47,2,30c,POINT (77.56995 12.92623)
Banashankari Post Office,38,3,3u2,POINT (77.56991 12.92629)
Banaswadi Fire Station,12,2,2sx,POINT (77.64604 13.01131)
Banawadi,1,1,3xh,POINT (77.25544 13.11756)
Bandaiahanapalya,11,6,33j,POINT (77.45281 13.17629)
Bandaiahanapalya,3,3,377,POINT (77.45279 13.17612)
Bandapura,4,2,3hp,POINT (77.72655 12.76981)
Bandapura,2,1,4ik,POINT (77.72653 12.76982)
Bandapura Gate,261,30,22y,POINT (77.74453 13.04174)
Bandapura Gate,309,58,37w,POINT (77.74459 13.04228)
Bande Bommasandra,6,2,1w9,POINT (77.68072 13.07664)
Bande Bommasandra,7,2,2lf,POINT (77.6809 13.07672)
Bande Bommasandra Cross,22,9,22f,POINT (77.68243 13.08121)
Bande Bommasandra Cross,2,1,243,POINT (77.68243 13.08122)
Bande Inorpalya,7,1,4lj,POINT (77.36241 12.9366)
Bande Inorpalya,3,1,4qa,POINT (77.36236 12.93666)
Bande Kodigehalli,9,4,22t,POINT (77.69082 13.17216)
Bande Kodigehalli palya,5,2,1fq,POINT (77.7063 13.1735)
Bande Kodigehallipalya Cross,44,15,1nw,POINT (77.69107 13.17283)
Bande Kodigehallipalya Cross,37,11,85,POINT (77.691 13.17275)
Bande Maramma Bus Station,23,7,4qr,POINT (77.51591 12.96712)
Bande Mutt Badavane Radiant Enclave,12,2,9z,POINT (77.47358 12.91277)
Bande Mutt Gate Kengeri,73,5,16j,POINT (77.47743 12.91916)
Bande Mutt Gate Kengeri,148,12,4xr,POINT (77.47752 12.91902)
Bande Mutt Kunchugal,1,1,2xm,POINT (77.25913 13.10656)
Bande kodigehalli,19,6,15w,POINT (77.69075 13.17202)
Bandi Reddy Circle,1,1,3l9,POINT (77.56389 12.99141)
Bandi Reddy Circle,3,2,3rb,POINT (77.56384 12.99141)
Bangarappa Nagara,22,7,3ij,POINT (77.52658 12.92503)
Banglow Sulikere,76,6,3cb,POINT (77.45186 12.93298)
Banglow Sulikere,71,3,yv,POINT (77.45183 12.93304)
Banjara Layout,4,1,3ig,POINT (77.66516 13.03832)
Banjara Layout,2,2,3p,POINT (77.66533 13.03826)
Banjarapalya,7,2,2ta,POINT (77.4857 12.83053)
Banjarapalya,11,4,69t,POINT (77.48567 12.83047)
Bank Amruthahalli,67,15,280,POINT (77.59824 13.06604)
Bank Amruthahalli,25,9,5eh,POINT (77.5983 13.06601)
Bank Circle Bashettyhalli,93,10,3u0,POINT (77.55271 13.258)
Bank Circle Bashettyhalli,136,10,5i2,POINT (77.55281 13.25811)
Bank Colony,222,16,3ih,POINT (77.55305 12.93864)
Bank Colony,328,19,wm,POINT (77.55326 12.93861)
Bannerughatta Circle,114,26,2yx,POINT (77.58123 12.81386)
Bannerughatta Circle,363,48,5bu,POINT (77.58124 12.81341)
Bannerughatta Circle,5,2,65,POINT (77.58103 12.81382)
Bannerughatta National Park,109,5,120,POINT (77.57787 12.80079)
Bannerughatta National Park,32,5,2vy,POINT (77.57748 12.80092)
Bannigiri,2,1,1nq,POINT (77.43642 12.75686)
Bannigiri,3,1,60u,POINT (77.43645 12.75687)
Bannigiri Cross,5,2,2ng,POINT (77.43327 12.74724)
Bannigiri Cross,2,1,4ho,POINT (77.43325 12.74727)
Bannikuppe,5,2,137,POINT (77.38389 12.84702)
Bannikuppe,4,2,39x,POINT (77.38386 12.847)
Bannimangala,1,1,3j7,POINT (77.58847 13.26019)
Bapuji Layout Saraswathi Nagara,3,1,64k,POINT (77.52938 12.97203)
Bapujinagara,497,78,s7,POINT (77.54182 12.95321)
Baradi,1,1,47s,POINT (77.36671 13.17627)
Baraguru,4,1,2z0,POINT (77.88386 12.95115)
Basammanahalli,6,2,2i7,POINT (77.35305 12.87519)
Basammanahalli Cross,15,5,1tn,POINT (77.35435 12.87484)
Basammanahalli Cross,9,3,3ln,POINT (77.35432 12.8747)
Basappa Circle,258,36,301,POINT (77.57721 12.95624)
Basappa Circle,518,94,3r0,POINT (77.57717 12.95636)
Basappa Circle,6,2,46g,POINT (77.57728 12.95601)
Basappa Layout Mattahalli,15,7,3t6,POINT (77.45369 13.10656)
Basappa Layout Mattahalli,8,4,3v6,POINT (77.45371 13.10653)
Basappanapalya,1,1,3zb,POINT (77.50046 12.83133)
Basappanapalya,4,2,60p,POINT (77.50052 12.83134)
Basappanapalya Cross,25,4,3is,POINT (77.50237 12.84253)
Basappanapalya Cross,12,4,4af,POINT (77.50238 12.84255)
Basapura Electronic City,1,1,61i,POINT (77.65023 12.86416)
Basava Gangotri Samsthe,2,2,1r8,POINT (77.45044 12.88359)
Basavanagara,19,6,5oh,POINT (77.68279 12.96664)
Basavanagara,65,4,8k,POINT (77.68276 12.96682)
Basavanagara Kengeri,349,89,1xw,POINT (77.46736 12.90096)
Basavanagara Kengeri,161,56,58z,POINT (77.46733 12.90106)
Basavanagudi Police Station,536,66,1r6,POINT (77.57384 12.94172)
Basavanagudi Police Station,296,20,4v9,POINT (77.57374 12.94158)
Basavanahalli,57,16,5q,POINT (77.38823 13.11038)
Basavanahalli,42,12,mi,POINT (77.3882 13.11034)
Basavanahalli Cross,60,18,1gg,POINT (77.38875 13.10223)
Basavanahalli Cross,44,13,20y,POINT (77.38869 13.10231)
